As of date,As of time,Other countries/areas,Number of cases/confirmed cases,Number of deaths among confirmed cases,Remark
19/02/2020,18:00,Japan,65,1,542 cases were confirmed among passengers in a cruise ship
19/02/2020,18:00,Korea,51,0,
19/02/2020,18:00,Thailand,35,0,
19/02/2020,18:00,Singapore,81,0,
19/02/2020,18:00,Vietnam,16,0,
19/02/2020,18:00,Nepal,1,0,
19/02/2020,18:00,Malaysia,22,0,
19/02/2020,18:00,United States,15,0,
19/02/2020,18:00,Australia,15,0,
19/02/2020,18:00,France,12,1,
19/02/2020,18:00,Canada,8,0,
19/02/2020,18:00,Germany,14,0,Excluded 2 asymptomatic cases
19/02/2020,18:00,Sri Lanka,1,0,
19/02/2020,18:00,Cambodia,1,0,
19/02/2020,18:00,United Arab Emirates,9,0,
19/02/2020,18:00,Finland,1,0,
19/02/2020,18:00,The Philippines,3,1,
19/02/2020,18:00,India,3,0,
19/02/2020,18:00,Italy,3,0,
19/02/2020,18:00,United Kingdom,9,0,
19/02/2020,18:00,Russia,2,0,
19/02/2020,18:00,Sweden,1,0,
19/02/2020,18:00,Spain,2,0,
19/02/2020,18:00,Belgium,1,0,
19/02/2020,18:00,Egypt,1,0,
20/02/2020,9:00,Hong Kong Special Administrative Region,65,2,
20/02/2020,9:00,Macao Special Administrative Region,10,0,
20/02/2020,9:00,Taiwan,24,1,
20/02/2020,9:00,Japan,70,1,Excluded 14 asymptomatic cases;621 cases were confirmed among passengers in a cruise ship
20/02/2020,9:00,Korea,82,0,
20/02/2020,9:00,Thailand,35,0,
20/02/2020,9:00,Singapore,84,0,
20/02/2020,9:00,Vietnam,16,0,
20/02/2020,9:00,Nepal,1,0,
20/02/2020,9:00,Malaysia,22,0,
20/02/2020,9:00,United States,15,0,
20/02/2020,9:00,Australia,15,0,
20/02/2020,9:00,France,12,1,
20/02/2020,9:00,Canada,8,0,
20/02/2020,9:00,Germany,14,0,Excluded 2 asymptomatic cases
20/02/2020,9:00,Sri Lanka,1,0,
20/02/2020,9:00,Cambodia,1,0,
20/02/2020,9:00,United Arab Emirates,9,0,
20/02/2020,9:00,Finland,1,0,
20/02/2020,9:00,The Philippines,3,1,
20/02/2020,9:00,India,3,0,
20/02/2020,9:00,Italy,3,0,
20/02/2020,9:00,United Kingdom,9,0,
20/02/2020,9:00,Russia,2,0,
20/02/2020,9:00,Sweden,1,0,
20/02/2020,9:00,Spain,2,0,
20/02/2020,9:00,Belgium,1,0,
20/02/2020,9:00,Egypt,1,0,
20/02/2020,9:00,Iran,2,2,
20/02/2020,18:00,Hong Kong Special Administrative Region,67,2,Included 1 probable case
20/02/2020,18:00,Macao Special Administrative Region,10,0,
20/02/2020,18:00,Taiwan,24,1,
20/02/2020,18:00,Japan,70,1,Excluded 14 asymptomatic cases;621 cases were confirmed among passengers in a cruise ship (including 2 fatal cases)
20/02/2020,18:00,Korea,104,1,
20/02/2020,18:00,Thailand,35,0,
20/02/2020,18:00,Singapore,84,0,
20/02/2020,18:00,Vietnam,16,0,
20/02/2020,18:00,Nepal,1,0,
20/02/2020,18:00,Malaysia,22,0,
20/02/2020,18:00,United States,15,0,
20/02/2020,18:00,Australia,15,0,
20/02/2020,18:00,France,12,1,
20/02/2020,18:00,Canada,8,0,
20/02/2020,18:00,Germany,14,0,Excluded 2 asymptomatic cases
20/02/2020,18:00,Sri Lanka,1,0,
20/02/2020,18:00,Cambodia,1,0,
20/02/2020,18:00,United Arab Emirates,9,0,
20/02/2020,18:00,Finland,1,0,
20/02/2020,18:00,The Philippines,3,1,
20/02/2020,18:00,India,3,0,
20/02/2020,18:00,Italy,3,0,
20/02/2020,18:00,United Kingdom,9,0,
20/02/2020,18:00,Russia,2,0,
20/02/2020,18:00,Sweden,1,0,
20/02/2020,18:00,Spain,2,0,
20/02/2020,18:00,Belgium,1,0,
20/02/2020,18:00,Egypt,1,0,
20/02/2020,18:00,Iran,2,2,
21/02/2020,9:00,Hong Kong Special Administrative Region,69,2,Included 1 probable case
21/02/2020,9:00,Macao Special Administrative Region,10,0,
21/02/2020,9:00,Taiwan,24,1,
21/02/2020,9:00,Japan,79,1,Excluded 14 asymptomatic cases;634 cases were confirmed among passengers in a cruise ship (including 2 fatal cases)
21/02/2020,9:00,Korea,156,1,
21/02/2020,9:00,Thailand,35,0,
21/02/2020,9:00,Singapore,85,0,
21/02/2020,9:00,Vietnam,16,0,
21/02/2020,9:00,Nepal,1,0,
21/02/2020,9:00,Malaysia,22,0,
21/02/2020,9:00,United States,15,0,
21/02/2020,9:00,Australia,15,0,
21/02/2020,9:00,France,12,1,
21/02/2020,9:00,Canada,8,0,
21/02/2020,9:00,Germany,14,0,Excluded 2 asymptomatic cases
21/02/2020,9:00,Sri Lanka,1,0,
21/02/2020,9:00,Cambodia,1,0,
21/02/2020,9:00,United Arab Emirates,9,0,
21/02/2020,9:00,Finland,1,0,
21/02/2020,9:00,The Philippines,3,1,
21/02/2020,9:00,India,3,0,
21/02/2020,9:00,Italy,3,0,
21/02/2020,9:00,United Kingdom,9,0,
21/02/2020,9:00,Russia,2,0,
21/02/2020,9:00,Sweden,1,0,
21/02/2020,9:00,Spain,2,0,
21/02/2020,9:00,Belgium,1,0,
21/02/2020,9:00,Egypt,1,0,
21/02/2020,9:00,Iran,5,2,
21/02/2020,18:00,Hong Kong Special Administrative Region,69,2,Included 1 probable case
21/02/2020,18:00,Macao Special Administrative Region,10,0,
21/02/2020,18:00,Taiwan,26,1,
21/02/2020,18:00,Japan,79,1,Excluded 14 asymptomatic cases;634 cases were confirmed among passengers in a cruise ship (including 2 fatal cases)
21/02/2020,18:00,Korea,204,1,
21/02/2020,18:00,Thailand,35,0,
21/02/2020,18:00,Singapore,85,0,
21/02/2020,18:00,Vietnam,16,0,
21/02/2020,18:00,Nepal,1,0,
21/02/2020,18:00,Malaysia,22,0,
21/02/2020,18:00,United States,15,0,
21/02/2020,18:00,Australia,17,0,
21/02/2020,18:00,France,12,1,
21/02/2020,18:00,Canada,8,0,
21/02/2020,18:00,Germany,14,0,Excluded 2 asymptomatic cases
21/02/2020,18:00,Sri Lanka,1,0,
21/02/2020,18:00,Cambodia,1,0,
21/02/2020,18:00,United Arab Emirates,9,0,
21/02/2020,18:00,Finland,1,0,
21/02/2020,18:00,The Philippines,3,1,
21/02/2020,18:00,India,3,0,
21/02/2020,18:00,Italy,3,0,
21/02/2020,18:00,United Kingdom,9,0,
21/02/2020,18:00,Russia,2,0,
21/02/2020,18:00,Sweden,1,0,
21/02/2020,18:00,Spain,2,0,
21/02/2020,18:00,Belgium,1,0,
21/02/2020,18:00,Egypt,1,0,
21/02/2020,18:00,Iran,5,2,
22/02/2020,9:00,Hong Kong Special Administrative Region,69,2,Included 1 probable case
22/02/2020,9:00,Macao Special Administrative Region,10,0,
22/02/2020,9:00,Taiwan,26,1,
22/02/2020,9:00,Japan,91,1,Excluded 14 asymptomatic cases;634 cases were confirmed among passengers in a cruise ship (including 2 fatal cases)
22/02/2020,9:00,Korea,204,1,
22/02/2020,9:00,Thailand,35,0,
22/02/2020,9:00,Singapore,86,0,
22/02/2020,9:00,Vietnam,16,0,
22/02/2020,9:00,Nepal,1,0,
22/02/2020,9:00,Malaysia,22,0,
22/02/2020,9:00,United States,15,0,
22/02/2020,9:00,Australia,17,0,
22/02/2020,9:00,France,12,1,
22/02/2020,9:00,Canada,8,0,
22/02/2020,9:00,Germany,14,0,Excluded 2 asymptomatic cases
22/02/2020,9:00,Sri Lanka,1,0,
22/02/2020,9:00,Cambodia,1,0,
22/02/2020,9:00,United Arab Emirates,11,0,
22/02/2020,9:00,Finland,1,0,
22/02/2020,9:00,The Philippines,3,1,
22/02/2020,9:00,India,3,0,
22/02/2020,9:00,Italy,17,0,
22/02/2020,9:00,United Kingdom,9,0,
22/02/2020,9:00,Russia,2,0,
22/02/2020,9:00,Sweden,1,0,
22/02/2020,9:00,Spain,2,0,
22/02/2020,9:00,Belgium,1,0,
22/02/2020,9:00,Egypt,1,0,
22/02/2020,9:00,Iran,18,4,
22/02/2020,9:00,Israel,1,0,
22/02/2020,9:00,Lebanon,1,0,
22/02/2020,18:00,Hong Kong Special Administrative Region,69,2,Included 1 probable case
22/02/2020,18:00,Macao Special Administrative Region,10,0,
22/02/2020,18:00,Taiwan,26,1,
22/02/2020,18:00,Japan,93,1,Excluded 14 asymptomatic cases;634 cases were confirmed among passengers in a cruise ship (including 2 fatal cases)
22/02/2020,18:00,Korea,346,2,
22/02/2020,18:00,Thailand,35,0,
22/02/2020,18:00,Singapore,86,0,
22/02/2020,18:00,Vietnam,16,0,
22/02/2020,18:00,Nepal,1,0,
22/02/2020,18:00,Malaysia,22,0,
22/02/2020,18:00,United States,15,0,
22/02/2020,18:00,Australia,17,0,
22/02/2020,18:00,France,12,1,
22/02/2020,18:00,Canada,8,0,
22/02/2020,18:00,Germany,14,0,Excluded 2 asymptomatic cases
22/02/2020,18:00,Sri Lanka,1,0,
22/02/2020,18:00,Cambodia,1,0,
22/02/2020,18:00,United Arab Emirates,11,0,
22/02/2020,18:00,Finland,1,0,
22/02/2020,18:00,The Philippines,3,1,
22/02/2020,18:00,India,3,0,
22/02/2020,18:00,Italy,17,0,
22/02/2020,18:00,United Kingdom,9,0,
22/02/2020,18:00,Russia,2,0,
22/02/2020,18:00,Sweden,1,0,
22/02/2020,18:00,Spain,2,0,
22/02/2020,18:00,Belgium,1,0,
22/02/2020,18:00,Egypt,1,0,
22/02/2020,18:00,Iran,18,4,
22/02/2020,18:00,Israel,1,0,
22/02/2020,18:00,Lebanon,1,0,
23/02/2020,9:00,Hong Kong Special Administrative Region,70,2,Included 1 probable case
23/02/2020,9:00,Macao Special Administrative Region,10,0,
23/02/2020,9:00,Taiwan,26,1,
23/02/2020,9:00,Japan,113,1,Excluded 16 asymptomatic cases;634 cases were confirmed among passengers in a cruise ship (including 2 fatal cases)
23/02/2020,9:00,Korea,556,2,
23/02/2020,9:00,Thailand,35,0,
23/02/2020,9:00,Singapore,89,0,
23/02/2020,9:00,Vietnam,16,0,
23/02/2020,9:00,Nepal,1,0,
23/02/2020,9:00,Malaysia,22,0,
23/02/2020,9:00,United States,14,0,
23/02/2020,9:00,Australia,22,0,
23/02/2020,9:00,France,12,1,
23/02/2020,9:00,Canada,9,0,
23/02/2020,9:00,Germany,14,0,Excluded 2 asymptomatic cases
23/02/2020,9:00,Sri Lanka,1,0,
23/02/2020,9:00,Cambodia,1,0,
23/02/2020,9:00,United Arab Emirates,13,0,
23/02/2020,9:00,Finland,1,0,
23/02/2020,9:00,The Philippines,3,1,
23/02/2020,9:00,India,3,0,
23/02/2020,9:00,Italy,17,0,
23/02/2020,9:00,United Kingdom,9,0,
23/02/2020,9:00,Russia,2,0,
23/02/2020,9:00,Sweden,1,0,
23/02/2020,9:00,Spain,2,0,
23/02/2020,9:00,Belgium,1,0,
23/02/2020,9:00,Egypt,1,0,
23/02/2020,9:00,Iran,18,4,
23/02/2020,9:00,Israel,1,0,
23/02/2020,9:00,Lebanon,1,0,
23/02/2020,18:00,Hong Kong Special Administrative Region,74,2,
23/02/2020,18:00,Macao Special Administrative Region,10,0,
23/02/2020,18:00,Taiwan,28,1,
23/02/2020,18:00,Japan,132,1,634 cases were confirmed among passengers in a cruise ship (including 2 fatal cases)
23/02/2020,18:00,Korea,602,5,
23/02/2020,18:00,Thailand,35,0,
23/02/2020,18:00,Singapore,89,0,
23/02/2020,18:00,Vietnam,16,0,
23/02/2020,18:00,Nepal,1,0,
23/02/2020,18:00,Malaysia,22,0,
23/02/2020,18:00,United States,35,0,
23/02/2020,18:00,Australia,22,0,
23/02/2020,18:00,France,12,1,
23/02/2020,18:00,Canada,9,0,
23/02/2020,18:00,Germany,16,0,
23/02/2020,18:00,Sri Lanka,1,0,
23/02/2020,18:00,Cambodia,1,0,
23/02/2020,18:00,United Arab Emirates,13,0,
23/02/2020,18:00,Finland,1,0,
23/02/2020,18:00,The Philippines,3,1,
23/02/2020,18:00,India,3,0,
23/02/2020,18:00,Italy,79,2,
23/02/2020,18:00,United Kingdom,9,0,
23/02/2020,18:00,Russia,2,0,
23/02/2020,18:00,Sweden,1,0,
23/02/2020,18:00,Spain,2,0,
23/02/2020,18:00,Belgium,1,0,
23/02/2020,18:00,Egypt,1,0,
23/02/2020,18:00,Iran,18,4,
23/02/2020,18:00,Israel,1,0,
23/02/2020,18:00,Lebanon,1,0,
23/02/2020,18:00,Nepal,1,0,
23/02/2020,18:00,Finland,1,0,
24/02/2020,9:00,Hong Kong Special Administrative Region,74,2,
24/02/2020,9:00,Macao Special Administrative Region,10,0,
24/02/2020,9:00,Taiwan,28,1,
24/02/2020,9:00,Japan,144,1,691 cases were confirmed among passengers in a cruise ship (including 3 fatal cases)
24/02/2020,9:00,Korea,763,7,
24/02/2020,9:00,Thailand,35,0,
24/02/2020,9:00,Singapore,89,0,
24/02/2020,9:00,Vietnam,16,0,
24/02/2020,9:00,Nepal,1,0,
24/02/2020,9:00,Malaysia,22,0,
24/02/2020,9:00,United States,35,0,
24/02/2020,9:00,Australia,22,0,
24/02/2020,9:00,France,12,1,
24/02/2020,9:00,Canada,9,0,
24/02/2020,9:00,Germany,16,0,
24/02/2020,9:00,Sri Lanka,1,0,
24/02/2020,9:00,Cambodia,1,0,
24/02/2020,9:00,United Arab Emirates,13,0,
24/02/2020,9:00,Finland,1,0,
24/02/2020,9:00,The Philippines,3,1,
24/02/2020,9:00,India,3,0,
24/02/2020,9:00,Italy,132,2,
24/02/2020,9:00,United Kingdom,9,0,
24/02/2020,9:00,Russia,2,0,
24/02/2020,9:00,Sweden,1,0,
24/02/2020,9:00,Spain,2,0,
24/02/2020,9:00,Belgium,1,0,
24/02/2020,9:00,Egypt,1,0,
24/02/2020,9:00,Iran,43,8,
24/02/2020,9:00,Israel,1,0,
24/02/2020,9:00,Lebanon,1,0,
24/02/2020,18:00,Hong Kong Special Administrative Region,79,2,
24/02/2020,18:00,Macao Special Administrative Region,10,0,
24/02/2020,18:00,Taiwan,30,1,
24/02/2020,18:00,Japan,144,1,691 cases were confirmed among passengers/crews in a cruise ship (including 3 fatal cases)
24/02/2020,18:00,Korea,833,7,
24/02/2020,18:00,Thailand,35,0,
24/02/2020,18:00,Singapore,89,0,
24/02/2020,18:00,Vietnam,16,0,
24/02/2020,18:00,Nepal,1,0,
24/02/2020,18:00,Malaysia,22,0,
24/02/2020,18:00,United States,35,0,
24/02/2020,18:00,Australia,22,0,
24/02/2020,18:00,France,12,1,
24/02/2020,18:00,Canada,9,0,
24/02/2020,18:00,Germany,16,0,
24/02/2020,18:00,Sri Lanka,1,0,
24/02/2020,18:00,Cambodia,1,0,
24/02/2020,18:00,United Arab Emirates,13,0,
24/02/2020,18:00,Finland,1,0,
24/02/2020,18:00,The Philippines,3,1,
24/02/2020,18:00,India,3,0,
24/02/2020,18:00,Italy,132,3,
24/02/2020,18:00,United Kingdom,13,0,
24/02/2020,18:00,Russia,2,0,
24/02/2020,18:00,Sweden,1,0,
24/02/2020,18:00,Spain,2,0,
24/02/2020,18:00,Belgium,1,0,
24/02/2020,18:00,Egypt,1,0,
24/02/2020,18:00,Iran,64,12,
24/02/2020,18:00,Israel,2,0,
24/02/2020,18:00,Lebanon,1,0,
24/02/2020,18:00,Kuwait,3,0,
24/02/2020,18:00,Afghanistan,1,0,
24/02/2020,18:00,Bahrain,1,0,
24/02/2020,18:00,Iraq,1,0,
25/02/2020,9:00,Hong Kong Special Administrative Region,81,2,
25/02/2020,9:00,Macao Special Administrative Region,10,0,
25/02/2020,9:00,Taiwan,30,1,
25/02/2020,9:00,Japan,156,1,691 cases were confirmed among passengers/crews in a cruise ship (including 3 fatal cases)
25/02/2020,9:00,Korea,893,8,
25/02/2020,9:00,Thailand,35,0,
25/02/2020,9:00,Singapore,90,0,
25/02/2020,9:00,Vietnam,16,0,
25/02/2020,9:00,Nepal,1,0,
25/02/2020,9:00,Malaysia,22,0,
25/02/2020,9:00,United States,53,0,
25/02/2020,9:00,Australia,22,0,
25/02/2020,9:00,France,12,1,
25/02/2020,9:00,Canada,10,0,
25/02/2020,9:00,Germany,16,0,
25/02/2020,9:00,Sri Lanka,1,0,
25/02/2020,9:00,Cambodia,1,0,
25/02/2020,9:00,United Arab Emirates,13,0,
25/02/2020,9:00,Finland,1,0,
25/02/2020,9:00,The Philippines,3,1,
25/02/2020,9:00,India,3,0,
25/02/2020,9:00,Italy,229,6,
25/02/2020,9:00,United Kingdom,13,0,
25/02/2020,9:00,Russia,2,0,
25/02/2020,9:00,Sweden,1,0,
25/02/2020,9:00,Spain,2,0,
25/02/2020,9:00,Belgium,1,0,
25/02/2020,9:00,Egypt,1,0,
25/02/2020,9:00,Iran,61,12,
25/02/2020,9:00,Israel,2,0,
25/02/2020,9:00,Lebanon,1,0,
25/02/2020,9:00,Kuwait,3,0,
25/02/2020,9:00,Afghanistan,1,0,
25/02/2020,9:00,Bahrain,1,0,
25/02/2020,9:00,Iraq,1,0,
25/02/2020,9:00,Oman,2,0,
25/02/2020,18:00,Hong Kong Special Administrative Region,84,2,
25/02/2020,18:00,Macao Special Administrative Region,10,0,
25/02/2020,18:00,Taiwan,31,1,
25/02/2020,18:00,Japan,156,1,691 cases were confirmed among passengers/crews in a cruise ship (including 3 fatal cases)
25/02/2020,18:00,Korea,977,10,
25/02/2020,18:00,Thailand,37,0,
25/02/2020,18:00,Singapore,90,0,
25/02/2020,18:00,Vietnam,16,0,
25/02/2020,18:00,Nepal,1,0,
25/02/2020,18:00,Malaysia,22,0,
25/02/2020,18:00,United States,53,0,
25/02/2020,18:00,Australia,22,0,
25/02/2020,18:00,France,12,1,
25/02/2020,18:00,Canada,10,0,
25/02/2020,18:00,Germany,16,0,
25/02/2020,18:00,Sri Lanka,1,0,
25/02/2020,18:00,Cambodia,1,0,
25/02/2020,18:00,United Arab Emirates,13,0,
25/02/2020,18:00,Finland,1,0,
25/02/2020,18:00,The Philippines,3,1,
25/02/2020,18:00,India,3,0,
25/02/2020,18:00,Italy,229,6,
25/02/2020,18:00,United Kingdom,13,0,
25/02/2020,18:00,Russia,2,0,
25/02/2020,18:00,Sweden,1,0,
25/02/2020,18:00,Spain,2,0,
25/02/2020,18:00,Belgium,1,0,
25/02/2020,18:00,Egypt,1,0,
25/02/2020,18:00,Iran,61,12,
25/02/2020,18:00,Israel,2,0,
25/02/2020,18:00,Lebanon,1,0,
25/02/2020,18:00,Kuwait,8,0,
25/02/2020,18:00,Afghanistan,1,0,
25/02/2020,18:00,Bahrain,8,0,
25/02/2020,18:00,Iraq,1,0,
25/02/2020,18:00,Oman,2,0,
26/02/2020,9:00,Hong Kong Special Administrative Region,85,2,
26/02/2020,9:00,Macao Special Administrative Region,10,0,
26/02/2020,9:00,Taiwan,31,1,
26/02/2020,9:00,Japan,164,1,691 cases were confirmed among passengers/crews in a cruise ship (including 4 fatal cases)
26/02/2020,9:00,Korea,1146,11,
26/02/2020,9:00,Thailand,37,0,
26/02/2020,9:00,Singapore,91,0,
26/02/2020,9:00,Vietnam,16,0,
26/02/2020,9:00,Nepal,1,0,
26/02/2020,9:00,Malaysia,22,0,
26/02/2020,9:00,United States,53,0,
26/02/2020,9:00,Australia,23,0,
26/02/2020,9:00,France,14,1,
26/02/2020,9:00,Canada,11,0,
26/02/2020,9:00,Germany,16,0,
26/02/2020,9:00,Sri Lanka,1,0,
26/02/2020,9:00,Cambodia,1,0,
26/02/2020,9:00,United Arab Emirates,13,0,
26/02/2020,9:00,Finland,1,0,
26/02/2020,9:00,The Philippines,3,1,
26/02/2020,9:00,India,3,0,
26/02/2020,9:00,Italy,322,10,
26/02/2020,9:00,United Kingdom,13,0,
26/02/2020,9:00,Russia,2,0,
26/02/2020,9:00,Sweden,1,0,
26/02/2020,9:00,Spain,3,0,
26/02/2020,9:00,Belgium,1,0,
26/02/2020,9:00,Egypt,1,0,
26/02/2020,9:00,Iran,95,15,
26/02/2020,9:00,Israel,2,0,
26/02/2020,9:00,Lebanon,1,0,
26/02/2020,9:00,Kuwait,11,0,
26/02/2020,9:00,Afghanistan,1,0,
26/02/2020,9:00,Bahrain,17,0,
26/02/2020,9:00,Iraq,1,0,
26/02/2020,9:00,Oman,4,0,
26/02/2020,9:00,Algeria,1,0,
26/02/2020,9:00,Austria,2,0,
26/02/2020,9:00,Croatia,1,0,
26/02/2020,9:00,Switzerland,1,0,
26/02/2020,18:00,Hong Kong Special Administrative Region,90,2,
26/02/2020,18:00,Macao Special Administrative Region,10,0,
26/02/2020,18:00,Taiwan,32,1,
26/02/2020,18:00,Japan,164,1,691 cases were confirmed among passengers/crews in a cruise ship (including 4 fatal cases)
26/02/2020,18:00,Korea,1261,12,
26/02/2020,18:00,Thailand,40,0,
26/02/2020,18:00,Singapore,91,0,
26/02/2020,18:00,Vietnam,16,0,
26/02/2020,18:00,Nepal,1,0,
26/02/2020,18:00,Malaysia,22,0,
26/02/2020,18:00,United States,53,0,
26/02/2020,18:00,Australia,23,0,
26/02/2020,18:00,France,14,1,
26/02/2020,18:00,Canada,11,0,
26/02/2020,18:00,Germany,19,0,
26/02/2020,18:00,Sri Lanka,1,0,
26/02/2020,18:00,Cambodia,1,0,
26/02/2020,18:00,United Arab Emirates,13,0,
26/02/2020,18:00,Finland,1,0,
26/02/2020,18:00,The Philippines,3,1,
26/02/2020,18:00,India,3,0,
26/02/2020,18:00,Italy,322,10,
26/02/2020,18:00,United Kingdom,13,0,
26/02/2020,18:00,Russia,2,0,
26/02/2020,18:00,Sweden,1,0,
26/02/2020,18:00,Spain,3,0,
26/02/2020,18:00,Belgium,1,0,
26/02/2020,18:00,Egypt,1,0,
26/02/2020,18:00,Iran,95,15,
26/02/2020,18:00,Israel,2,0,
26/02/2020,18:00,Lebanon,1,0,
26/02/2020,18:00,Kuwait,12,0,
26/02/2020,18:00,Afghanistan,1,0,
26/02/2020,18:00,Bahrain,26,0,
26/02/2020,18:00,Iraq,5,0,
26/02/2020,18:00,Oman,4,0,
26/02/2020,18:00,Algeria,1,0,
26/02/2020,18:00,Austria,2,0,
26/02/2020,18:00,Croatia,2,0,
26/02/2020,18:00,Switzerland,1,0,
27/02/2020,9:00,Hong Kong Special Administrative Region,91,2,
27/02/2020,9:00,Macao Special Administrative Region,10,0,
27/02/2020,9:00,Taiwan,32,1,
27/02/2020,9:00,Japan,186,3,705 cases were confirmed among passengers/crews in a cruise ship (including 4 fatal cases)
27/02/2020,9:00,Korea,1595,12,
27/02/2020,9:00,Thailand,40,0,
27/02/2020,9:00,Singapore,93,0,
27/02/2020,9:00,Vietnam,16,0,
27/02/2020,9:00,Nepal,1,0,
27/02/2020,9:00,Malaysia,22,0,
27/02/2020,9:00,United States,59,0,
27/02/2020,9:00,Australia,23,0,
27/02/2020,9:00,France,18,2,
27/02/2020,9:00,Canada,12,0,
27/02/2020,9:00,Germany,21,0,
27/02/2020,9:00,Sri Lanka,1,0,
27/02/2020,9:00,Cambodia,1,0,
27/02/2020,9:00,United Arab Emirates,13,0,
27/02/2020,9:00,Finland,1,0,
27/02/2020,9:00,The Philippines,3,1,
27/02/2020,9:00,India,3,0,
27/02/2020,9:00,Italy,400,12,
27/02/2020,9:00,United Kingdom,13,0,
27/02/2020,9:00,Russia,2,0,
27/02/2020,9:00,Sweden,2,0,
27/02/2020,9:00,Spain,12,0,
27/02/2020,9:00,Belgium,1,0,
27/02/2020,9:00,Egypt,1,0,
27/02/2020,9:00,Iran,139,19,
27/02/2020,9:00,Israel,2,0,
27/02/2020,9:00,Lebanon,2,0,
27/02/2020,9:00,Kuwait,26,0,
27/02/2020,9:00,Afghanistan,1,0,
27/02/2020,9:00,Bahrain,33,0,
27/02/2020,9:00,Iraq,5,0,
27/02/2020,9:00,Oman,4,0,
27/02/2020,9:00,Algeria,1,0,
27/02/2020,9:00,Austria,2,0,
27/02/2020,9:00,Croatia,2,0,
27/02/2020,9:00,Switzerland,1,0,
27/02/2020,9:00,Pakistan,2,0,
27/02/2020,9:00,Brazil,1,0,
27/02/2020,9:00,Greece,1,0,
27/02/2020,9:00,Georgia,1,0,
27/02/2020,18:00,Hong Kong Special Administrative Region,92,2,
27/02/2020,18:00,Macao Special Administrative Region,10,0,
27/02/2020,18:00,Taiwan,32,1,
27/02/2020,18:00,Japan,186,3,705 cases were confirmed among passengers/crews in a cruise ship (including 4 fatal cases)
27/02/2020,18:00,Korea,1766,13,
27/02/2020,18:00,Thailand,40,0,
27/02/2020,18:00,Singapore,93,0,
27/02/2020,18:00,Vietnam,16,0,
27/02/2020,18:00,Nepal,1,0,
27/02/2020,18:00,Malaysia,22,0,
27/02/2020,18:00,United States,59,0,
27/02/2020,18:00,Australia,23,0,
27/02/2020,18:00,France,18,2,
27/02/2020,18:00,Canada,12,0,
27/02/2020,18:00,Germany,21,0,
27/02/2020,18:00,Sri Lanka,1,0,
27/02/2020,18:00,Cambodia,1,0,
27/02/2020,18:00,United Arab Emirates,13,0,
27/02/2020,18:00,Finland,1,0,
27/02/2020,18:00,The Philippines,3,1,
27/02/2020,18:00,India,3,0,
27/02/2020,18:00,Italy,400,12,
27/02/2020,18:00,United Kingdom,13,0,
27/02/2020,18:00,Russia,2,0,
27/02/2020,18:00,Sweden,2,0,
27/02/2020,18:00,Spain,12,0,
27/02/2020,18:00,Belgium,1,0,
27/02/2020,18:00,Egypt,1,0,
27/02/2020,18:00,Iran,139,19,
27/02/2020,18:00,Israel,2,0,
27/02/2020,18:00,Lebanon,2,0,
27/02/2020,18:00,Kuwait,43,0,
27/02/2020,18:00,Afghanistan,1,0,
27/02/2020,18:00,Bahrain,33,0,
27/02/2020,18:00,Iraq,5,0,
27/02/2020,18:00,Oman,4,0,
27/02/2020,18:00,Algeria,1,0,
27/02/2020,18:00,Austria,2,0,
27/02/2020,18:00,Croatia,2,0,
27/02/2020,18:00,Switzerland,1,0,
27/02/2020,18:00,Pakistan,2,0,
27/02/2020,18:00,Brazil,1,0,
27/02/2020,18:00,Greece,1,0,
27/02/2020,18:00,Georgia,1,0,
27/02/2020,18:00,Romania,1,0,
27/02/2020,18:00,Denmark,1,0,
27/02/2020,18:00,Norway,1,0,
27/02/2020,18:00,Estonia,1,0,
27/02/2020,18:00,North Macedonia,1,0,
28/02/2020,9:00,Hong Kong Special Administrative Region,93,2,
28/02/2020,9:00,Macao Special Administrative Region,10,0,
28/02/2020,9:00,Taiwan,32,1,
28/02/2020,9:00,Japan,210,4,705 cases were confirmed among passengers/crews in a cruise ship (including 4 fatal cases)
28/02/2020,9:00,Korea,2022,13,
28/02/2020,9:00,Thailand,40,0,
28/02/2020,9:00,Singapore,93,0,
28/02/2020,9:00,Vietnam,16,0,
28/02/2020,9:00,Nepal,1,0,
28/02/2020,9:00,Malaysia,22,0,
28/02/2020,9:00,United States,60,0,
28/02/2020,9:00,Australia,23,0,
28/02/2020,9:00,France,38,2,
28/02/2020,9:00,Canada,13,0,
28/02/2020,9:00,Germany,26,0,
28/02/2020,9:00,Sri Lanka,1,0,
28/02/2020,9:00,Cambodia,1,0,
28/02/2020,9:00,United Arab Emirates,19,0,
28/02/2020,9:00,Finland,1,0,
28/02/2020,9:00,The Philippines,3,1,
28/02/2020,9:00,India,3,0,
28/02/2020,9:00,Italy,650,17,
28/02/2020,9:00,United Kingdom,15,0,
28/02/2020,9:00,Russia,2,0,
28/02/2020,9:00,Sweden,7,0,
28/02/2020,9:00,Spain,17,0,
28/02/2020,9:00,Belgium,1,0,
28/02/2020,9:00,Egypt,1,0,
28/02/2020,9:00,Iran,245,26,
28/02/2020,9:00,Israel,6,0,
28/02/2020,9:00,Lebanon,3,0,
28/02/2020,9:00,Kuwait,43,0,
28/02/2020,9:00,Afghanistan,1,0,
28/02/2020,9:00,Bahrain,33,0,
