As of date,As of time,Countries/areas,Cumulative number of confirmed cases,Number of newly confirmed cases reported in the past 14 days,Cumulative number of deaths among confirmed cases,Remark
13/04/2020,10:00,Somalia,21,18,1,
13/04/2020,10:00,South Africa,2028,841,25,
13/04/2020,10:00,South Sudan,4,4,0,
13/04/2020,10:00,Spain,166019,87222,16972,
13/04/2020,10:00,Sri Lanka,199,93,7,
13/04/2020,10:00,Sudan,19,14,2,
13/04/2020,10:00,Suriname,10,2,1,
13/04/2020,10:00,Sweden,10151,6704,887,
13/04/2020,10:00,Switzerland,24820,11668,831,
13/04/2020,10:00,Syrian Arab Republic,25,20,2,
13/04/2020,10:00,Taiwan,388,90,6,
13/04/2020,10:00,Thailand,2551,1163,38,
13/04/2020,10:00,Timor-Leste,2,1,0,
13/04/2020,10:00,Togo,73,44,3,
13/04/2020,10:00,Trinidad and Tobago,109,35,8,
13/04/2020,10:00,Tunisia,685,407,28,
13/04/2020,10:00,Turkey,52167,44765,1101,
13/04/2020,10:00,Turks and Caicos Islands,8,6,1,
13/04/2020,10:00,Uganda,53,39,0,
13/04/2020,10:00,Ukraine,2777,2359,83,
13/04/2020,10:00,United Arab Emirates,3736,3268,20,
13/04/2020,10:00,United Kingdom,84279,64757,10612,
13/04/2020,10:00,United Republic of Tanzania,32,18,3,
13/04/2020,10:00,United States of America,525704,403051,20486,
13/04/2020,10:00,United States Virgin Islands,53,36,1,
13/04/2020,10:00,Uruguay,494,220,7,
13/04/2020,10:00,Uzbekistan,796,663,3,
13/04/2020,10:00,Venezuela (Bolivarian Republic of),171,58,9,
13/04/2020,10:00,Viet Nam,258,79,0,
13/04/2020,10:00,Yemen,1,1,0,
13/04/2020,10:00,Zambia,40,24,2,
13/04/2020,10:00,Zimbabwe,13,8,3,
14/04/2020,10:00,Afghanistan,607,493,19,
14/04/2020,10:00,Albania,446,223,23,
14/04/2020,10:00,Algeria,1914,1460,293,
14/04/2020,10:00,Andorra,639,298,29,
14/04/2020,10:00,Angola,19,17,2,
14/04/2020,10:00,Anguilla,3,1,0,
14/04/2020,10:00,Antigua and Barbuda,21,14,2,
14/04/2020,10:00,Argentina,1975,1230,82,
14/04/2020,10:00,Armenia,1039,557,14,
14/04/2020,10:00,Aruba,92,46,0,
14/04/2020,10:00,Australia,6322,2356,61,
14/04/2020,10:00,Austria,13937,5124,350,
14/04/2020,10:00,Azerbaijan,1098,908,11,
14/04/2020,10:00,Bahamas,42,32,8,
14/04/2020,10:00,Bahrain,1136,621,6,
14/04/2020,10:00,Bangladesh,621,572,34,
14/04/2020,10:00,Barbados,68,42,4,
14/04/2020,10:00,Belarus,2578,2484,26,
14/04/2020,10:00,Belgium,29647,18811,3600,
14/04/2020,10:00,Belize,13,11,2,
14/04/2020,10:00,Benin,35,29,1,
14/04/2020,10:00,Bermuda,50,28,4,
14/04/2020,10:00,Bhutan,5,1,0,
14/04/2020,10:00,Bolivia,300,226,24,
14/04/2020,10:00,"Bonaire, Sint Eustatius and Saba",3,3,0,
14/04/2020,10:00,Bosnia and Herzegovina,1007,682,38,
14/04/2020,10:00,Botswana,13,13,1,
14/04/2020,10:00,Brazil,20727,16823,1124,
14/04/2020,10:00,British Virgin Islands,3,1,0,
14/04/2020,10:00,Brunei Darussalam,136,10,1,
14/04/2020,10:00,Bulgaria,675,329,29,
14/04/2020,10:00,Burkina Faso,443,221,19,
14/04/2020,10:00,Burundi,5,5,0,
14/04/2020,10:00,Cabo Verde,7,2,1,
14/04/2020,10:00,Cambodia,122,19,0,
14/04/2020,10:00,Cameroon,803,690,10,
14/04/2020,10:00,Canada,23702,18047,674,
14/04/2020,10:00,Cayman Islands,53,45,1,
14/04/2020,10:00,Central African Republic,11,5,0,
14/04/2020,10:00,Chad,18,13,0,
14/04/2020,10:00,Chile,7213,5304,80,
14/04/2020,10:00,Colombia,2709,2101,100,
14/04/2020,10:00,Congo,70,51,5,
14/04/2020,10:00,Costa Rica,577,282,3,
14/04/2020,10:00,Côte d’Ivoire,533,368,4,
14/04/2020,10:00,Croatia,1600,887,23,
14/04/2020,10:00,Cuba,669,550,18,
14/04/2020,10:00,Curaçao,14,7,1,
14/04/2020,10:00,Cyprus,633,419,16,
14/04/2020,10:00,Czech Republic,5991,3162,138,
14/04/2020,10:00,Democratic Republic of the Congo,235,154,20,
14/04/2020,10:00,Denmark,6174,3779,273,
14/04/2020,10:00,Djibouti,215,196,2,
14/04/2020,10:00,Dominica,16,5,0,
14/04/2020,10:00,Dominican Republic,2967,2386,173,
14/04/2020,10:00,Ecuador,7466,5631,333,
14/04/2020,10:00,Egypt,2065,1456,159,
14/04/2020,10:00,El Salvador,125,101,6,
14/04/2020,10:00,Equatorial Guinea,18,5,0,
14/04/2020,10:00,Eritrea,34,28,0,
14/04/2020,10:00,Estonia,1309,630,25,
14/04/2020,10:00,Eswatini,14,5,0,
14/04/2020,10:00,Ethiopia,71,50,3,
14/04/2020,10:00,Falkland Islands (Malvinas),5,5,0,
14/04/2020,10:00,Faroe Islands,184,25,0,
14/04/2020,10:00,Fiji,16,11,0,
14/04/2020,10:00,Finland,2974,1756,56,
14/04/2020,10:00,France,95403,50953,14967,
14/04/2020,10:00,French Guiana,86,55,0,
14/04/2020,10:00,French Polynesia,53,18,0,
14/04/2020,10:00,Gabon,57,50,1,
14/04/2020,10:00,Gambia,9,6,1,
14/04/2020,10:00,Georgia,266,168,3,
14/04/2020,10:00,Germany,123016,65718,2799,
14/04/2020,10:00,Ghana,566,414,8,
14/04/2020,10:00,Gibraltar,129,64,0,
14/04/2020,10:00,Greece,2114,958,98,
14/04/2020,10:00,Greenland,11,1,0,
14/04/2020,10:00,Grenada,14,7,0,
14/04/2020,10:00,Guadeloupe,143,47,8,
14/04/2020,10:00,Guam,133,77,5,
14/04/2020,10:00,Guatemala,153,119,3,
14/04/2020,10:00,Guernsey,209,170,6,
14/04/2020,10:00,Guinea,250,234,0,
14/04/2020,10:00,Guinea-Bissau,39,37,0,
14/04/2020,10:00,Guyana,37,32,6,
14/04/2020,10:00,Haiti,31,16,2,
14/04/2020,10:00,Holy See,8,2,0,
14/04/2020,10:00,Honduras,393,283,25,
14/04/2020,10:00,Hong Kong Special Administrative Region,1010,327,4,Including 1 probable case
14/04/2020,10:00,Hungary,1458,1011,109,
14/04/2020,10:00,Iceland,1701,681,8,
14/04/2020,10:00,India,9152,8081,308,
14/04/2020,10:00,Indonesia,4241,2956,373,
14/04/2020,10:00,Iran,73303,31808,4585,
14/04/2020,10:00,Iraq,1352,805,76,
14/04/2020,10:00,Ireland,9655,7040,334,
14/04/2020,10:00,Isle of Man,226,184,1,
14/04/2020,10:00,Israel,10878,6631,103,
14/04/2020,10:00,Italy,159516,57777,20465,
14/04/2020,10:00,Jamaica,69,37,4,
14/04/2020,10:00,Japan,7255,5302,102,Excluding 712 cases were confirmed among passengers/crews in a cruise ship (including 12 fatal cases)
14/04/2020,10:00,Jersey,198,135,4,
14/04/2020,10:00,Jordan,389,130,7,
14/04/2020,10:00,Kazakhstan,979,685,12,
14/04/2020,10:00,Kenya,197,172,8,
14/04/2020,10:00,Korea,10564,778,222,
14/04/2020,10:00,Kosovo,362,268,7,
14/04/2020,10:00,Kuwait,1234,979,1,
14/04/2020,10:00,Kyrgyzstan,419,335,5,
14/04/2020,10:00,Lao People's Democratic Republic,19,11,0,
14/04/2020,10:00,Latvia,651,275,5,
14/04/2020,10:00,Lebanon,630,192,20,
14/04/2020,10:00,Liberia,50,47,5,
14/04/2020,10:00,Libya,25,17,1,
14/04/2020,10:00,Liechtenstein,80,18,1,
14/04/2020,10:00,Lithuania,1062,578,24,
14/04/2020,10:00,Luxembourg,3281,1331,66,
14/04/2020,10:00,Macao Special Administrative Region,45,6,0,
14/04/2020,10:00,Madagascar,106,69,0,
14/04/2020,10:00,Mainland China,82249,731,3341,
14/04/2020,10:00,Malawi,13,13,2,
14/04/2020,10:00,Malaysia,4683,2213,76,
14/04/2020,10:00,Maldives,20,3,0,
14/04/2020,10:00,Mali,87,69,7,
14/04/2020,10:00,Malta,378,227,3,
14/04/2020,10:00,Martinique,156,51,6,
14/04/2020,10:00,Mauritania,7,2,1,
14/04/2020,10:00,Mauritius,324,222,9,
14/04/2020,10:00,Mayotte,207,125,3,
14/04/2020,10:00,Mexico,4219,3371,273,
14/04/2020,10:00,Monaco,54,8,0,
14/04/2020,10:00,Mongolia,16,4,0,
14/04/2020,10:00,Montenegro,267,182,2,
14/04/2020,10:00,Montserrat,9,4,0,
14/04/2020,10:00,Morocco,1661,1145,118,
14/04/2020,10:00,Mozambique,20,12,0,
14/04/2020,10:00,Myanmar,41,33,4,
14/04/2020,10:00,Namibia,16,5,0,
14/04/2020,10:00,Nepal,12,7,0,
14/04/2020,10:00,Netherlands,25587,14721,2737,
14/04/2020,10:00,New Caledonia,18,3,0,
14/04/2020,10:00,New Zealand,1064,512,5,
14/04/2020,10:00,Nicaragua,9,5,1,
14/04/2020,10:00,Niger,529,509,12,
14/04/2020,10:00,Nigeria,323,258,10,
14/04/2020,10:00,North Macedonia,828,569,34,
14/04/2020,10:00,Northern Mariana Islands,11,9,2,
14/04/2020,10:00,Norway,6415,2313,103,
14/04/2020,10:00,Oman,727,560,4,
14/04/2020,10:00,Pakistan,5374,3749,93,
14/04/2020,10:00,Palestine,271,156,2,
14/04/2020,10:00,Panama,3234,2333,79,
14/04/2020,10:00,Papua New Guinea,2,1,0,
14/04/2020,10:00,Paraguay,134,75,6,
14/04/2020,10:00,Peru,6848,6177,181,
14/04/2020,10:00,Philippines,4648,3230,297,
14/04/2020,10:00,Poland,6674,4812,232,
14/04/2020,10:00,Portugal,16585,10623,504,
14/04/2020,10:00,Puerto Rico,897,833,44,
14/04/2020,10:00,Qatar,2979,2345,7,
14/04/2020,10:00,Republic of Moldova,1662,1399,33,
14/04/2020,10:00,Réunion,389,182,0,
14/04/2020,10:00,Romania,6300,4540,306,
14/04/2020,10:00,Russia,18328,16794,148,
14/04/2020,10:00,Rwanda,126,56,0,
14/04/2020,10:00,Saint Barthélemy,6,1,0,
14/04/2020,10:00,Saint Kitts and Nevis,12,8,0,
14/04/2020,10:00,Saint Lucia,15,11,0,
14/04/2020,10:00,Saint Martin,33,27,2,
14/04/2020,10:00,Saint Pierre and Miquelon,1,1,0,
14/04/2020,10:00,Saint Vincent and the Grenadines,12,11,0,
14/04/2020,10:00,San Marino,356,127,35,
14/04/2020,10:00,São Tomé and Príncipe,4,4,0,
14/04/2020,10:00,Saudi Arabia,4462,3163,59,
14/04/2020,10:00,Senegal,280,138,2,
14/04/2020,10:00,Serbia,3630,2889,80,
14/04/2020,10:00,Seychelles,11,3,0,
14/04/2020,10:00,Sierra Leone,10,10,0,
14/04/2020,10:00,Singapore,2918,2039,9,
14/04/2020,10:00,Sint Maarten,50,47,9,
14/04/2020,10:00,Slovakia,742,406,2,
14/04/2020,10:00,Slovenia,1205,475,53,
14/04/2020,10:00,Somalia,25,22,2,
14/04/2020,10:00,South Africa,2173,893,25,
14/04/2020,10:00,South Sudan,4,4,0,
14/04/2020,10:00,Spain,169496,84301,17489,
14/04/2020,10:00,Sri Lanka,210,90,7,
14/04/2020,10:00,Sudan,19,13,2,
14/04/2020,10:00,Suriname,10,2,1,
14/04/2020,10:00,Sweden,10483,6783,899,
14/04/2020,10:00,Switzerland,25220,10946,858,
14/04/2020,10:00,Syrian Arab Republic,25,16,2,
14/04/2020,10:00,Taiwan,393,87,6,
14/04/2020,10:00,Thailand,2579,1055,40,
14/04/2020,10:00,Timor-Leste,2,1,0,
14/04/2020,10:00,Togo,76,48,3,
14/04/2020,10:00,Trinidad and Tobago,112,36,8,
14/04/2020,10:00,Tunisia,707,395,31,
14/04/2020,10:00,Turkey,56956,47685,1198,
14/04/2020,10:00,Turks and Caicos Islands,9,5,1,
14/04/2020,10:00,Uganda,54,21,0,
14/04/2020,10:00,Ukraine,3102,2622,93,
14/04/2020,10:00,United Arab Emirates,4123,3553,22,
14/04/2020,10:00,United Kingdom,88621,66480,11329,
14/04/2020,10:00,United Republic of Tanzania,32,18,3,
14/04/2020,10:00,United States of America,554849,413945,21942,
14/04/2020,10:00,United States Virgin Islands,51,29,1,
14/04/2020,10:00,Uruguay,501,198,7,
14/04/2020,10:00,Uzbekistan,896,751,4,
14/04/2020,10:00,Venezuela (Bolivarian Republic of),171,58,9,
14/04/2020,10:00,Viet Nam,262,74,0,
14/04/2020,10:00,Yemen,1,1,0,
14/04/2020,10:00,Zambia,43,27,2,
14/04/2020,10:00,Zimbabwe,14,9,3,
